index,AU200,AUD,BCO,CAD,CHF,CN50,CNH,CORN,CZK,DE10YB,DE30,DKK,EU50,EUR,FR40,GBP,HK33,HKD,HUF,IN50,INR,JP225,JPY,MXN,NAS100,NATGAS,NL25,NOK,NZD,PLN,SAR,SEK,SG30,SGD,SOYBN,SPX500,SUGAR,THB,TRY,TWIX,UK100,UK10YB,US2000,US30,USB02Y,USB05Y,USB10Y,USB30Y,USD,WHEAT,WTICO,XAG,XAU,XCU,XPD,XPT,ZAR
2017-03-29,15.04,5.67,18.26,-1.65,0.25,13.47,-3.11,-2.03,-3.19,-4.57,17.3,-3.16,13.89,-3.13,13.51,-12.4,21.82,1.92,-1.6,17.16,4.37,17.71,0.71,-2.5,23.06,48.81,14.34,-1.72,5.71,1.06,2.05,-5.96,13.54,-0.25,-6.56,14.75,16.67,4.18,-19.1,24.03,6.53,-7.81,22.23,17.07,1.16,-1.07,-2.7,-6.85,2.05,-6.01,15.24,10.04,1.43,28.13,33.2,-6.51,18.19
2017-03-30,16.11,6.25,20.61,-1.12,-0.05,13.53,-2.91,-1.6,-3.54,-4.35,17.14,-3.51,13.63,-3.46,13.31,-12.43,21.64,2.02,-1.89,17.55,5.03,17.6,0.91,-0.67,23.69,50.28,13.97,-1.33,6.1,1.08,2.17,-6.26,14.49,0.14,-6.58,15.07,13.77,4.4,-18.67,23.54,6.69,-7.38,22.85,16.98,1.33,-0.77,-2.29,-6.23,2.16,-5.56,17.81,10.45,1.66,28.47,33.22,-6.42,17.96
2017-04-04,16.75,6.44,22.1,-0.65,0.03,13.46,-2.6,-1.16,-4.25,-4.56,17.24,-3.77,13.46,-3.76,13.3,-11.57,21.91,2.57,-1.9,18.23,5.56,18.48,0.68,-0.17,24.33,50.49,14.12,-1.52,6.13,1.12,2.73,-6.56,14.74,0.4,-6.71,15.98,13.14,4.86,-18.27,24.04,7.39,-6.27,24.13,17.92,1.86,-0.37,-2.01,-6.26,2.72,-6.12,19.89,10.33,1.37,29.1,34.37,-6.46,16.72
2017-04-05,16.02,6.29,23.26,-0.47,-0.14,14.26,-2.41,0.77,-4.02,-4.67,17.59,-3.96,13.85,-3.94,13.81,-10.93,21.2,2.56,-2.07,17.93,5.59,17.06,1.16,-0.18,24.26,50.37,14.08,-1.81,6.34,0.47,2.73,-6.84,14.63,0.48,-8.54,15.67,12.97,5.12,-17.81,23.45,7.63,-5.8,24.27,17.59,1.91,-0.19,-1.77,-5.89,2.73,-4.57,20.85,11.16,1.82,28.36,34.68,-6.31,15.65
2017-04-06,15.3,5.81,24.31,-1.04,-0.0,15.44,-2.25,1.22,-3.66,-3.69,16.86,-3.51,12.99,-3.54,13.21,-11.15,22.72,2.9,-2.21,18.97,5.5,16.49,2.1,-0.43,24.29,53.7,13.79,-1.74,5.99,0.8,3.04,-6.74,14.06,0.5,-8.23,15.45,8.96,4.87,-19.22,25.14,6.93,-5.67,21.8,17.75,2.26,0.41,-1.02,-5.04,3.04,-3.36,21.4,11.64,2.69,29.49,36.12,-4.84,13.16
2017-04-10,15.37,5.51,25.84,-0.86,-0.0,15.54,-2.34,0.18,-2.27,-3.94,17.04,-3.69,13.63,-3.71,14.0,-11.25,22.13,2.9,-2.5,19.23,6.14,16.34,2.02,-0.01,24.45,54.77,14.17,-1.91,6.1,0.63,3.05,-7.13,14.18,0.43,-8.73,15.86,11.64,4.84,-19.55,24.72,6.91,-5.77,23.33,17.98,2.25,0.38,-1.05,-5.14,3.05,-4.81,23.23,11.48,2.44,28.84,35.93,-5.16,13.53
2017-04-11,14.99,5.07,26.62,-0.64,-0.25,15.57,-2.31,0.08,-2.45,-4.24,16.72,-4.04,13.62,-4.07,13.97,-11.87,22.32,3.07,-2.64,18.9,6.79,16.57,1.93,0.6,24.51,53.32,14.55,-2.17,5.8,0.53,3.2,-7.5,14.0,0.36,-8.32,15.92,13.0,4.98,-19.87,24.71,6.94,-6.32,23.22,18.1,2.32,0.28,-1.23,-5.27,3.2,-4.15,24.51,10.2,2.81,28.51,35.69,-5.43,13.56
2017-04-12,16.19,5.12,28.68,0.01,-0.01,14.9,-2.29,2.14,-2.59,-3.74,16.51,-3.84,13.33,-3.87,13.74,-10.84,21.03,3.1,-3.06,19.19,6.23,15.87,3.33,0.06,24.27,51.22,14.77,-1.36,6.16,0.17,3.27,-7.31,14.26,0.55,-8.09,15.94,13.28,5.13,-18.94,24.28,8.36,-5.09,24.51,18.08,2.49,0.75,-0.57,-4.15,3.26,-1.72,26.88,12.09,4.44,27.2,36.18,-3.63,13.27
2017-04-17,15.32,4.91,26.93,0.06,-0.11,14.48,-2.56,2.43,-2.65,-3.54,16.18,-3.81,12.85,-3.8,13.37,-10.97,21.33,2.59,-3.11,18.12,5.96,14.37,3.36,0.77,23.13,51.12,14.23,-1.31,5.76,0.26,2.76,-6.89,13.95,0.65,-7.92,14.91,12.3,5.04,-18.15,23.61,7.62,-5.07,22.3,17.14,2.05,0.49,-0.69,-4.08,2.75,-2.07,25.29,12.42,4.84,24.09,35.05,-3.86,15.44
2017-04-18,15.53,5.89,27.4,-0.17,-0.01,14.54,-2.22,3.37,-2.72,-3.58,15.69,-3.97,12.22,-3.94,12.73,-10.9,22.01,2.91,-3.41,18.05,6.41,14.2,3.65,0.96,23.25,53.33,13.74,-1.38,6.58,0.1,3.13,-7.27,13.72,0.78,-6.64,14.75,12.53,5.47,-18.19,23.75,7.25,-4.83,21.88,17.04,2.39,0.86,-0.32,-3.69,3.11,-2.56,25.88,13.01,5.29,25.53,34.77,-3.48,15.8
2017-04-19,13.79,5.19,25.44,-1.14,0.38,12.5,-2.67,0.3,-2.59,-3.06,15.43,-3.45,11.6,-3.42,11.62,-8.81,19.57,2.33,-3.17,17.08,5.54,13.32,3.68,0.33,23.3,50.57,13.21,-1.09,6.59,0.92,2.55,-6.88,12.33,0.38,-8.29,14.63,12.91,4.97,-18.67,22.29,6.91,-2.65,22.38,16.56,1.88,0.54,-0.51,-3.51,2.53,-4.79,24.4,11.15,4.86,23.55,31.35,-3.86,16.52
2017-04-20,13.09,4.6,22.53,-1.66,0.43,12.18,-2.56,0.72,-2.87,-3.33,15.34,-3.38,11.62,-3.34,11.69,-9.04,19.87,2.57,-3.01,17.3,5.65,13.94,3.54,-0.78,23.61,52.16,13.23,-1.65,6.31,0.45,2.8,-6.82,11.97,0.43,-7.57,14.63,10.56,5.05,-18.79,21.59,6.24,-3.28,22.96,16.27,2.1,0.64,-0.54,-3.7,2.78,-5.12,21.3,10.61,4.38,23.73,32.19,-4.49,16.83
2017-04-25,14.34,5.01,22.4,-1.55,0.37,13.26,-2.54,-0.42,-2.86,-3.58,15.97,-3.3,12.76,-3.29,13.66,-8.79,20.83,2.57,-2.92,18.06,5.73,15.1,3.12,-0.48,24.53,51.47,13.94,-2.13,6.42,0.32,2.8,-6.97,12.96,0.49,-7.95,15.47,10.04,5.05,-17.89,22.21,6.7,-3.03,24.21,17.31,2.09,0.55,-0.68,-3.85,2.78,-8.1,20.76,9.98,4.55,24.41,35.5,-3.25,17.81
2017-04-26,14.49,5.07,20.19,-1.93,0.45,13.39,-2.79,-0.77,-3.11,-3.88,16.14,-3.38,12.89,-3.37,13.53,-8.97,20.5,2.38,-2.8,17.08,5.57,15.01,3.16,-0.75,24.21,49.45,13.91,-2.87,6.47,0.28,2.62,-7.32,12.8,0.36,-7.58,15.01,10.16,4.96,-18.03,22.64,6.55,-3.02,23.88,16.93,1.92,0.36,-0.89,-4.27,2.6,-8.36,18.42,9.21,4.49,24.19,34.28,-4.14,17.85
2017-04-27,14.02,3.59,19.04,-3.39,0.19,13.27,-3.45,-0.27,-1.87,-3.62,20.23,-2.34,17.37,-2.29,18.45,-9.22,22.35,1.77,-1.69,19.25,5.95,17.44,0.83,-3.23,25.48,51.38,16.96,-2.42,3.98,2.26,2.08,-5.16,13.73,-0.12,-8.54,16.01,4.42,4.09,-16.86,23.31,8.32,-3.73,26.05,18.37,1.24,-0.45,-1.77,-5.61,2.06,-7.91,17.33,6.28,2.8,25.51,35.72,-6.87,16.1
2017-05-01,14.15,3.56,19.1,-3.39,0.17,13.6,-3.44,0.4,-2.57,-3.42,20.15,-2.53,17.17,-2.49,18.36,-8.72,22.42,1.84,-1.57,19.07,5.96,17.78,0.73,-2.35,26.5,50.99,16.71,-2.12,3.86,2.14,2.16,-5.89,13.72,-0.1,-8.46,16.32,3.35,3.86,-16.31,23.56,8.63,-3.04,26.39,18.5,1.34,-0.33,-1.67,-5.56,2.14,-6.61,17.36,4.99,2.54,25.42,36.43,-7.51,15.63
2017-05-03,14.45,3.9,18.92,-3.48,0.12,13.42,-3.35,-0.17,-1.59,-3.31,20.34,-2.27,17.28,-2.24,18.48,-8.33,22.55,1.91,-1.75,18.9,5.8,17.7,0.55,-1.2,26.43,51.88,16.82,-2.3,3.7,2.26,2.2,-6.07,13.97,-0.1,-8.53,16.07,8.71,3.9,-16.0,24.09,8.33,-2.8,24.85,18.42,1.36,-0.28,-1.59,-5.36,2.18,-6.18,17.44,4.66,2.92,25.92,37.79,-7.19,15.55
2017-05-04,15.25,4.28,16.98,-4.14,0.25,12.63,-3.46,1.29,-1.78,-3.34,21.12,-2.18,18.29,-2.16,19.51,-8.64,22.38,1.63,-1.43,18.94,5.77,18.6,-0.12,-1.16,26.94,49.48,17.69,-2.6,4.51,3.0,1.97,-5.73,15.5,-0.09,-7.29,15.99,6.38,4.01,-15.54,24.88,8.81,-3.21,24.55,18.07,1.12,-0.48,-1.79,-5.67,1.94,-1.22,14.91,2.31,1.74,26.89,36.58,-9.56,15.45
2017-05-08,12.46,2.69,12.1,-4.35,0.87,12.11,-3.41,0.15,-0.85,-3.29,22.7,-1.58,19.94,-1.57,21.32,-8.67,22.24,1.71,-0.9,19.1,5.2,19.47,-0.43,-2.54,27.14,50.29,18.8,-3.51,3.65,2.9,2.07,-5.95,15.9,-0.47,-6.54,16.17,3.21,3.66,-16.2,25.09,8.86,-3.41,24.09,18.24,1.13,-0.71,-2.18,-6.38,2.04,-4.74,9.73,-0.63,-0.46,22.18,34.82,-11.86,13.31
2017-05-09,12.56,2.58,14.05,-3.88,0.49,11.88,-3.8,1.03,-0.7,-3.8,23.94,-1.71,21.29,-1.7,23.02,-8.49,21.45,1.43,-0.82,18.78,5.43,19.86,-0.89,-2.52,27.26,52.33,19.85,-2.77,4.22,3.25,1.8,-5.75,15.76,-1.03,-6.84,16.42,3.03,3.31,-16.17,24.94,9.76,-3.32,24.36,18.41,0.87,-0.94,-2.38,-6.61,1.78,-3.7,11.74,-0.81,-0.73,22.84,36.01,-11.12,14.83
2017-05-10,12.04,2.56,14.15,-3.37,-0.5,12.86,-2.98,0.91,-0.39,-4.0,23.22,-1.92,20.11,-1.83,21.48,-7.83,24.33,2.45,-0.99,20.15,5.76,21.91,-1.05,-2.42,28.84,51.96,19.88,-2.9,4.82,2.58,2.82,-5.85,16.62,-0.5,-5.76,17.18,4.77,3.99,-17.39,26.93,10.87,-3.38,24.77,19.02,1.83,-0.11,-1.66,-6.27,2.79,-5.2,12.11,-0.68,-0.3,22.27,34.91,-11.02,14.3
2017-05-11,12.77,2.63,16.47,-3.13,-0.87,13.04,-3.19,2.48,-0.45,-4.36,23.11,-2.17,19.95,-2.12,21.33,-8.04,24.69,2.18,-0.88,20.74,5.68,21.75,-1.52,-1.83,28.51,53.78,19.8,-2.37,5.28,2.77,2.58,-6.46,16.46,-0.66,-6.39,17.02,7.08,3.82,-16.59,26.54,11.19,-3.43,25.18,18.79,1.56,-0.41,-1.96,-6.69,2.55,-4.9,14.5,-0.89,-0.66,21.99,34.55,-10.5,15.15
2017-05-15,12.26,2.63,17.45,-3.61,-0.94,13.37,-3.22,1.38,-0.72,-4.56,22.63,-2.4,19.19,-2.36,20.91,-8.61,24.18,1.97,-1.01,20.4,5.89,21.21,-1.33,-1.06,28.26,56.3,19.38,-2.26,3.73,2.2,2.41,-6.2,16.66,-0.6,-7.04,16.66,5.75,3.79,-16.5,26.53,10.84,-3.88,24.24,18.51,1.42,-0.48,-1.99,-6.76,2.38,-4.54,15.33,-0.2,-0.36,22.33,35.02,-9.98,15.81
2017-05-16,11.19,2.22,17.05,-4.26,-0.81,15.27,-3.66,1.24,-0.53,-4.14,23.13,-2.3,19.61,-2.24,21.27,-9.14,24.52,1.39,-0.77,20.01,5.66,20.29,-1.39,-1.43,28.05,57.7,19.38,-2.32,3.35,2.62,1.89,-6.09,16.45,-0.9,-7.79,16.05,3.97,3.37,-16.86,25.9,10.86,-3.81,23.38,17.89,0.99,-0.71,-2.09,-6.74,1.85,-5.07,14.88,0.13,-0.67,22.63,34.94,-10.15,15.31
2017-05-17,11.2,1.64,16.91,-4.59,-0.38,13.93,-4.45,-0.68,0.45,-4.27,23.56,-2.0,19.96,-1.97,21.47,-9.99,24.06,0.36,-0.24,19.83,4.89,19.37,-2.3,-1.66,27.55,51.24,19.66,-2.34,2.58,3.78,0.78,-6.76,15.17,-1.36,-7.42,15.3,6.03,2.84,-17.05,24.85,11.01,-5.08,23.09,17.19,-0.14,-1.84,-3.22,-7.86,0.74,-8.18,14.71,1.29,-1.02,22.43,32.57,-9.15,16.52
2017-05-18,8.32,1.05,17.9,-5.21,-0.32,12.1,-5.05,-0.24,-0.0,-3.59,21.59,-1.98,17.55,-1.94,18.97,-10.24,22.65,-0.26,-0.18,18.44,3.73,16.76,-0.91,-3.06,24.31,49.99,17.73,-2.28,2.78,3.46,0.12,-6.78,14.01,-1.69,-8.22,12.92,7.43,2.17,-18.56,23.08,9.83,-4.58,19.59,14.84,-0.7,-2.11,-3.23,-7.3,0.08,-7.64,15.53,0.87,0.27,21.55,30.48,-9.22,14.78
2017-05-22,9.03,1.63,19.39,-4.48,0.32,12.99,-4.48,-0.95,-0.09,-3.37,22.32,-1.78,18.15,-1.71,19.73,-9.72,23.41,0.53,-0.24,19.14,3.43,18.31,-0.75,-2.6,26.11,50.13,18.15,-2.44,2.91,3.11,0.87,-6.88,14.92,-1.11,-10.64,13.98,6.08,2.77,-19.36,24.42,10.74,-4.05,20.67,15.84,-0.0,-1.44,-2.55,-6.39,0.83,-7.38,17.02,-0.24,-0.11,21.81,28.54,-9.97,13.86
2017-05-23,8.99,1.18,20.98,-4.73,0.11,12.45,-5.29,-0.11,0.25,-3.51,22.42,-1.83,18.64,-1.73,20.13,-9.94,23.0,-0.44,0.15,18.45,3.15,17.76,-1.47,-2.94,25.54,51.22,18.33,-2.14,2.41,3.59,-0.08,-6.91,14.89,-1.56,-10.7,13.81,7.89,2.34,-18.91,23.58,10.73,-4.66,20.31,15.62,-0.95,-2.41,-3.53,-7.2,-0.12,-5.99,18.47,0.6,-0.41,23.03,27.19,-10.09,14.35
2017-05-24,10.07,1.71,22.07,-4.5,0.0,14.66,-5.14,-0.35,0.49,-3.97,22.77,-1.79,19.03,-1.71,20.69,-10.28,23.66,-0.25,0.22,17.96,2.85,18.45,-1.72,-2.21,26.77,51.22,18.77,-1.9,3.84,3.39,0.17,-6.45,15.04,-1.64,-10.77,14.7,4.57,2.31,-18.68,24.36,10.61,-4.86,21.57,16.43,-0.76,-2.35,-3.6,-7.48,0.13,-6.87,20.09,1.99,-0.47,23.82,29.49,-9.19,15.75
2017-05-25,10.05,1.64,21.33,-4.13,-0.1,14.18,-5.46,-0.59,0.25,-3.84,22.5,-1.86,18.7,-1.79,20.48,-10.58,23.34,-0.67,0.3,17.35,2.83,17.79,-1.87,-1.62,26.76,50.1,18.4,-1.76,3.96,3.89,-0.24,-6.41,15.27,-1.63,-11.35,14.52,2.69,2.17,-18.67,24.06,10.48,-5.09,21.23,16.4,-1.1,-2.58,-3.77,-7.55,-0.28,-6.75,19.34,2.5,-0.3,23.02,27.89,-9.23,16.68
2017-05-30,9.47,0.96,16.42,-4.74,-0.14,17.07,-5.13,-0.78,0.26,-3.76,22.21,-1.97,18.38,-1.89,20.16,-10.87,24.12,-0.74,0.4,18.56,2.95,18.19,-2.2,-1.95,27.62,49.73,18.35,-2.6,3.54,3.85,-0.27,-6.65,15.14,-1.81,-12.24,14.92,3.43,2.69,-18.89,24.88,10.23,-5.1,21.18,16.68,-1.16,-2.68,-3.85,-7.56,-0.31,-6.92,14.24,2.05,-0.58,23.15,28.75,-9.44,16.5
2017-05-31,8.96,0.97,18.51,-4.35,-0.16,16.93,-4.63,0.42,0.02,-3.65,21.89,-2.15,18.12,-2.04,20.06,-11.8,24.01,-0.66,0.15,19.29,3.07,17.84,-1.62,-1.86,27.92,50.5,18.18,-2.27,4.2,3.52,-0.16,-6.63,14.83,-1.35,-13.56,15.08,-0.85,3.13,-19.08,24.83,9.61,-5.75,21.24,16.82,-1.05,-2.54,-3.68,-7.38,-0.2,-5.11,16.81,3.31,0.48,22.26,31.16,-8.18,17.07
2017-06-01,7.97,0.5,15.42,-4.98,0.26,16.82,-3.75,-0.21,0.76,-3.26,22.46,-1.78,17.88,-1.75,19.47,-11.41,23.6,-0.89,0.25,19.64,2.92,17.38,-1.39,-2.7,27.83,44.11,17.69,-3.2,4.28,3.91,-0.41,-6.82,14.17,-1.7,-14.79,14.81,-2.26,2.89,-17.92,23.53,9.75,-5.76,20.39,16.38,-1.29,-2.67,-3.69,-7.02,-0.45,-6.84,14.26,2.87,0.34,22.75,34.45,-9.4,15.16
2017-06-05,8.1,-0.02,14.3,-4.86,0.1,18.24,-3.58,-0.31,0.79,-3.23,22.91,-1.83,18.51,-1.8,20.47,-11.25,24.61,-0.66,0.29,20.38,3.3,18.89,-1.7,-2.61,28.38,43.4,18.58,-3.15,4.16,3.55,-0.18,-6.56,14.83,-1.72,-14.79,15.66,-6.35,2.79,-17.61,24.66,10.52,-5.82,22.44,17.08,-1.1,-2.48,-3.48,-6.87,-0.23,-6.66,13.25,2.95,0.34,22.97,35.73,-11.02,17.0
2017-06-06,8.89,0.32,13.03,-5.18,0.49,16.76,-4.53,-0.36,0.86,-2.88,24.13,-1.78,19.07,-1.74,20.73,-11.72,24.56,-1.19,0.49,19.84,2.91,19.38,-1.39,-3.38,28.88,41.5,18.39,-3.26,4.72,3.82,-0.75,-6.36,15.05,-1.88,-14.3,15.41,-10.27,2.54,-17.72,24.62,9.97,-6.04,22.53,16.82,-1.65,-2.89,-3.73,-6.55,-0.79,-7.15,12.07,3.91,0.8,22.05,36.76,-9.23,16.88
2017-06-07,7.62,1.04,12.91,-5.12,0.39,16.32,-4.38,1.29,0.7,-2.89,22.54,-1.94,17.36,-1.93,18.77,-11.74,24.7,-1.39,0.14,19.76,2.52,18.22,-0.63,-1.09,28.36,43.54,17.12,-3.91,5.15,3.39,-0.89,-7.02,14.35,-1.89,-14.21,14.96,-8.41,2.64,-18.03,24.8,9.38,-5.64,21.51,16.44,-1.79,-2.99,-3.77,-6.69,-0.93,-5.4,12.51,4.61,1.81,20.86,38.24,-8.63,16.74
2017-06-08,8.01,1.88,9.56,-5.25,0.35,17.32,-4.38,3.28,0.81,-2.83,22.85,-1.87,17.65,-1.85,19.08,-11.08,24.49,-1.15,0.04,20.13,2.75,18.78,-0.75,-0.76,28.91,42.46,17.71,-4.12,5.61,3.12,-0.64,-7.06,14.43,-1.88,-13.29,15.31,-6.72,2.69,-18.76,25.21,9.63,-4.98,21.83,16.77,-1.57,-2.84,-3.68,-6.76,-0.67,-2.76,8.27,4.17,1.52,21.38,36.19,-10.11,16.9
2017-06-12,8.49,1.95,9.22,-5.15,0.2,18.68,-4.41,3.27,0.6,-2.96,22.85,-2.16,17.83,-2.13,18.83,-11.01,25.28,-1.09,-0.03,20.07,3.1,19.02,-0.81,-0.52,29.21,43.37,17.59,-4.01,5.94,3.09,-0.55,-7.19,14.85,-1.75,-12.37,15.5,-5.27,2.66,-17.94,25.52,9.43,-5.41,23.41,17.01,-1.49,-2.79,-3.66,-6.86,-0.57,-2.27,8.15,3.42,0.95,23.78,39.32,-10.74,16.35
2017-06-13,8.53,1.81,10.01,-4.77,0.08,19.17,-4.36,4.23,0.96,-3.06,23.13,-2.23,17.84,-2.2,18.95,-12.56,25.43,-0.99,0.01,19.82,3.03,18.67,-0.98,-0.26,26.69,43.6,17.57,-3.9,5.99,3.32,-0.45,-7.16,15.11,-1.81,-11.85,15.42,-5.8,2.79,-18.2,24.26,8.38,-6.59,23.9,17.34,-1.43,-2.76,-3.63,-6.83,-0.48,-2.5,8.77,2.08,0.11,25.17,42.11,-10.43,16.21
2017-06-14,10.02,1.54,9.67,-3.42,-0.24,18.49,-4.74,2.32,0.82,-3.25,23.08,-2.44,17.3,-2.43,18.6,-12.84,24.1,-1.35,0.23,19.45,2.7,18.45,-1.13,0.03,26.61,41.04,17.16,-3.5,5.77,2.91,-0.8,-7.26,15.44,-1.94,-13.12,15.47,-9.95,2.85,-18.06,24.06,7.96,-7.15,24.02,17.35,-1.83,-3.19,-4.02,-7.36,-0.84,-2.86,8.58,-0.34,-0.23,22.98,41.53,-12.23,17.29
2017-06-15,10.8,2.02,6.84,-3.67,-0.67,17.08,-4.93,0.97,0.62,-3.15,23.24,-2.58,16.96,-2.57,17.99,-13.07,23.81,-1.57,0.14,19.31,2.75,17.68,-0.88,0.56,25.84,40.28,16.76,-3.66,6.28,2.66,-1.01,-7.58,14.91,-1.75,-13.42,15.11,-10.82,2.69,-17.39,23.06,7.59,-6.45,22.98,17.31,-1.96,-3.14,-3.73,-6.38,-1.05,-3.62,5.63,-0.16,-0.86,21.55,39.35,-11.27,18.17
2017-06-19,11.17,2.96,7.46,-2.76,-0.05,17.19,-4.17,2.34,0.72,-3.21,22.58,-2.16,16.64,-2.16,17.83,-11.96,23.68,-0.54,-0.1,19.88,3.15,19.02,-1.06,0.94,26.59,45.04,16.37,-3.57,6.44,2.29,0.06,-7.07,14.84,-1.28,-11.93,16.07,-11.11,3.59,-17.03,24.19,7.93,-6.34,23.83,18.36,-0.96,-2.27,-2.94,-5.58,0.02,0.58,5.81,-0.01,-0.36,22.77,41.2,-11.72,17.28
2017-06-20,11.22,3.08,8.25,-2.78,-0.3,16.54,-4.68,3.58,1.05,-3.07,23.06,-2.13,17.15,-2.13,18.69,-12.22,23.38,-0.96,0.11,19.46,3.04,18.81,-1.44,1.24,25.82,44.01,16.88,-3.27,6.6,2.85,-0.37,-6.99,14.42,-1.66,-11.83,15.74,-12.02,3.2,-17.17,24.61,8.42,-6.39,23.27,18.11,-1.34,-2.6,-3.25,-5.74,-0.41,2.6,6.35,-0.67,-0.76,22.4,40.63,-11.42,17.41
2017-06-21,10.65,3.36,5.95,-2.37,0.38,18.48,-4.01,0.71,0.84,-2.61,23.78,-1.9,17.69,-1.87,19.28,-12.57,24.62,-0.13,-0.17,20.73,3.46,20.73,-1.13,0.49,27.36,40.86,16.89,-3.53,7.3,2.17,0.46,-7.03,14.87,-1.29,-12.14,16.66,-9.51,3.81,-17.53,27.38,7.82,-6.58,23.57,19.31,-0.56,-1.88,-2.52,-4.65,0.42,5.01,3.74,-1.28,-0.82,22.71,42.12,-11.45,16.2
2017-06-22,9.33,2.87,3.6,-3.0,0.52,19.11,-4.26,0.55,0.96,-2.44,23.59,-1.73,17.54,-1.69,19.07,-12.37,24.45,-0.27,0.02,20.75,3.41,20.29,-1.19,0.11,28.34,40.72,16.96,-3.57,6.91,2.26,0.31,-6.76,14.42,-1.42,-13.23,16.34,-13.69,3.77,-17.28,27.84,7.72,-6.59,23.08,18.83,-0.7,-2.04,-2.72,-4.75,0.28,3.22,1.67,-1.43,-0.72,24.18,43.63,-10.92,15.97
2017-06-26,9.7,2.76,4.76,-2.2,0.63,20.03,-4.3,-1.1,0.8,-2.47,23.49,-1.82,17.42,-1.81,19.03,-12.23,25.09,-0.19,-0.11,20.62,3.51,20.46,-1.1,0.85,28.2,41.04,16.59,-3.04,7.55,2.55,0.34,-6.74,14.7,-1.44,-14.76,16.37,-15.41,3.82,-16.57,28.19,7.57,-6.44,23.61,18.79,-0.64,-1.95,-2.62,-4.54,0.32,2.71,2.38,-0.8,-0.35,24.15,43.42,-11.15,16.89
2017-06-27,10.03,2.87,5.44,-2.72,0.65,20.56,-4.54,-2.31,1.17,-2.35,23.33,-1.67,17.41,-1.68,19.13,-12.19,24.49,-0.45,-0.08,20.09,3.42,20.03,-1.32,1.22,28.32,41.63,16.93,-2.79,7.52,2.98,0.11,-6.65,14.3,-1.49,-15.0,16.13,-14.31,3.76,-16.82,27.95,7.66,-6.61,23.83,18.42,-0.87,-2.16,-2.8,-4.81,0.08,1.92,2.98,-0.19,-0.12,25.05,40.43,-11.06,16.92
2017-06-28,9.51,2.7,6.39,-2.56,1.19,20.8,-4.58,-2.29,1.87,-2.47,23.2,-0.73,17.68,-0.76,19.34,-11.83,24.55,-0.83,0.69,18.43,2.93,19.97,-2.62,0.96,25.67,45.33,17.13,-2.87,7.01,3.51,-0.27,-5.79,14.06,-1.83,-14.78,15.18,-16.84,3.24,-17.7,27.98,7.71,-6.84,22.88,17.83,-1.29,-2.78,-3.6,-5.94,-0.29,0.77,4.06,-0.76,-1.21,25.54,39.66,-12.5,15.81
2017-06-29,11.51,3.09,8.64,-1.69,0.9,20.23,-4.78,-2.95,1.96,-2.42,23.84,-0.77,18.43,-0.77,19.95,-11.3,24.05,-1.22,0.93,18.45,2.65,19.98,-2.93,1.37,26.97,45.93,17.49,-3.26,7.13,3.71,-0.61,-5.33,14.73,-1.83,-14.71,15.82,-18.55,2.93,-17.67,27.83,8.31,-6.98,24.44,18.23,-1.62,-3.1,-4.0,-6.69,-0.64,1.37,6.35,-0.3,-1.4,25.83,39.23,-12.65,16.19
2017-07-04,11.44,3.43,8.16,-1.65,1.06,19.93,-4.86,-2.4,2.56,-2.85,21.89,-0.43,16.37,-0.45,17.9,-10.93,23.81,-1.47,1.08,17.56,1.92,18.63,-3.04,0.06,24.71,44.26,15.84,-3.02,6.83,3.77,-0.83,-4.58,15.24,-1.85,-14.55,14.75,-12.39,2.57,-18.26,26.63,7.61,-7.23,23.35,17.23,-1.88,-3.46,-4.51,-7.32,-0.87,6.34,6.02,-1.64,-1.94,26.33,38.05,-12.93,15.3
2017-07-05,10.66,3.4,11.1,-1.42,0.68,19.98,-4.75,0.44,2.71,-3.29,21.53,-0.65,16.08,-0.68,17.89,-10.88,23.58,-1.59,1.14,17.91,2.1,18.99,-3.36,-0.5,24.73,44.3,16.14,-2.63,7.17,3.79,-0.93,-4.29,14.63,-1.75,-11.52,14.67,-10.75,2.68,-18.24,26.74,7.58,-7.37,22.87,17.38,-2.02,-3.72,-4.87,-7.73,-0.97,12.01,9.26,-1.77,-2.3,26.74,37.11,-12.35,14.65
2017-07-06,11.02,2.93,10.32,-0.73,0.76,20.33,-4.41,4.42,2.81,-3.16,22.38,-0.69,16.91,-0.69,18.67,-10.93,23.45,-0.95,1.1,20.14,2.52,19.56,-3.47,-0.83,25.31,38.87,16.62,-2.53,7.22,3.81,-0.29,-4.34,15.83,-1.42,-6.48,15.59,-10.67,3.1,-19.99,27.9,8.21,-7.36,23.94,18.51,-1.45,-3.22,-4.38,-7.36,-0.33,19.46,8.46,-4.37,-2.91,25.76,37.64,-13.46,13.1
2017-07-10,9.63,2.25,9.15,-1.32,0.69,19.81,-4.85,3.7,2.8,-3.75,21.49,-0.48,16.05,-0.49,17.9,-11.08,22.64,-1.42,1.53,19.42,2.11,18.21,-3.86,-1.01,23.91,39.84,16.13,-2.57,6.6,3.8,-0.72,-4.25,13.85,-1.96,-6.59,14.34,-9.95,2.49,-20.83,26.19,7.3,-8.06,22.19,17.44,-1.87,-3.74,-5.05,-8.55,-0.76,15.46,7.4,-4.97,-3.5,25.27,36.27,-13.89,12.23
